-7.220686964349823822e-05,-1.057726144790649414e-02,-4.847258941270411015e+02,-4.718530857668916112e-01,-4.846341824007688141e-03
1.065254686045134563e-04,3.742272034287452698e-03,7.085028567425906658e+02,6.668889252467877782e-01,6.278989743061322119e-03
-7.643300475279480167e-05,-6.312889009714126587e-01,-7.349794013425707817e+02,-1.009430378019302577e-01,-1.395866759879320698e-02
8.724795821840584009e-05,5.573679935187101364e-01,7.132900367714464664e+02,1.392433525371741532e-01,-7.901835967142820105e-03
-2.708487938308587128e-05,-8.870062846690416336e-01,-2.097607608232647181e+02,-5.546736720323350994e-02,-2.566253087515825773e-02
-6.109112341460431637e-05,-7.160241864621639252e-01,-6.096521567720919847e+02,-7.954124761307843072e-02,-4.644988606157083449e-02
-7.073744354647707767e-05,-1.486899442970752716e-01,-4.586470117387361825e+02,-2.638404204950871024e-01,2.074348537610821910e-03
-8.761037596317595240e-05,-9.663725286372937262e-02,-5.617275169654167257e+02,-3.856263213481585517e-01,2.865489881306769676e-04
7.134537723685288222e-05,3.540891883894801140e-01,5.135433039171621203e+02,1.572386687606464606e-01,-7.347682027580827724e-03
9.954297213294403921e-05,3.627209328114986420e-01,6.721276492569595575e+02,2.862591031557684129e-01,-6.812018982244701787e-03
-6.450072361747794534e-05,-1.579679548740386963e-03,-4.133606891520321369e+02,-6.236000037739541924e-01,-1.049507575501509686e-02
5.259798301313058994e-05,1.257485151290893555e-02,3.379666353836655617e+02,5.581525895545861315e-01,8.767901931669182594e-03
5.410711746915285603e-05,5.927688069641590118e-02,3.504127203840762377e+02,6.588242061280845663e-01,9.446055139895583042e-03
-1.595729660614807942e-05,-9.093721024692058563e-02,-1.048416352998465300e+02,-2.526621115821306995e-01,-3.067065889844771548e-03
2.066457184263179725e-05,3.375581000000238419e-01,1.367700973581522703e+02,4.168401722752050897e-01,4.302555730488173864e-03
1.002711426326969260e-05,3.647469840943813324e-01,6.674310977384448051e+01,2.533382996651439845e-01,2.232454595931985218e-03
4.940727072820752828e-06,6.017555920407176018e-01,3.307282373216003180e+01,1.857429226348216167e-01,1.221797548723738700e-03
-2.544756524967123606e-06,-7.629274150822311640e-01,-1.682792296609841287e+01,-1.324612248549278948e-01,-6.636274297868030103e-04
1.252613612204093983e-06,7.841513082385063171e-01,8.252439124509692192e+00,8.713266689465125336e-02,3.419839160970911660e-04
-7.501464657206242039e-07,-7.885367944836616516e-01,-4.908525384962558746e+00,-6.437326969075671257e-02,-2.070354139950263833e-04
-8.799160624579919945e-05,-4.156236350536346436e-02,-4.984583944231271744e+02,-4.495378139762752356e-01,1.959850284008054881e-03
8.206398081261700008e-05,1.438927650451660156e-01,4.156475628577172756e+02,3.964029076947443997e-01,-3.865468411786539271e-03
5.893833254826663773e-05,3.389362245798110962e-05,3.786667896755971014e+02,5.005397882318499692e-01,8.502043013557048640e-03
-2.057938488222163788e-05,-8.329749107360839844e-06,-1.318764528371393681e+02,-1.899040725143243125e-01,-3.319336768259899262e-03
-1.853658000980946822e-05,-9.655952453613281250e-06,-1.176838322170078754e+02,-2.024848982647795004e-01,-3.531745296809728034e-03
-2.769535428283516343e-05,-2.338737249374389648e-05,-1.746058353334665298e+02,-3.580009054936889035e-01,-5.943227709614768567e-03
-2.406088658196706495e-05,-6.470829248428344727e-06,-1.507770718503743410e+02,-3.667817611955533907e-01,-5.625250055331179784e-03
1.837816674434574713e-05,1.166947185993194580e-05,1.141804203744977713e+02,3.823535682574153993e-01,4.812258847358625788e-03
-8.452249284829523713e-06,-5.941838026046752930e-06,-5.225810460373759270e+01,-2.492476184863779420e-01,-2.404683767857930792e-03
-8.715554163321143113e-06,5.021691322326660156e-06,-5.387077604234218597e+01,-3.510346640011007269e-01,-2.606684074504468304e-03
9.754924123583828225e-05,1.899686055257916451e-01,6.277095059612765908e+02,5.272660181492380138e-01,1.894348112501758469e-02
7.426538605312248836e-05,4.662100272253155708e-02,4.735472890441305935e+02,5.174569421944880121e-01,1.202309889496844079e-02
-7.543716767537849473e-05,-1.363804936408996582e-02,-4.815961767584085464e+02,-6.042984267949446098e-01,-1.198886760265728893e-02
-5.620999028093061139e-05,-1.254305243492126465e-03,-3.593848897293210030e+02,-4.948566885005156180e-01,-8.989292651719334171e-03
-1.341464579350823909e-05,-8.231964856386184692e-01,-8.746010106801986694e+01,-1.429378780220877942e-01,-7.325679183480191849e-03
3.880332062801607483e-05,7.691574655473232269e-01,2.548260264359414577e+02,2.374224621852577821e-01,2.085750368197850091e-02
8.142655369223977889e-05,5.132267326116561890e-01,5.371400488466024399e+02,3.563523573658858301e-01,3.150689172693162121e-02
-3.606073143928516760e-05,-1.327520757913589478e-01,-2.357301183976233006e+02,-1.638218728217367970e-01,-9.869375915094510260e-03
2.485447060714627709e-06,8.209150871261954308e-01,1.659848608914762735e+01,6.701791022672877463e-02,1.267677276879542988e-03
-6.280069267596859887e-06,-1.004361249506473541e+00,-4.034228470921516418e+01,-1.116065743766987417e-01,-3.223512725291303137e-03
-3.957589911669703587e-05,-1.479685306549072266e-05,-2.571186785548925400e+02,-2.873303901210227940e-01,-4.252940172684481490e-03
-6.240099834658350230e-05,6.034970283508300781e-07,-4.074504817649722099e+02,-4.219390030480366094e-01,-5.492780356077191228e-03
-1.237495098609263302e-04,-6.856396794319152832e-06,-8.220964038725942373e+02,-6.847327657485761110e-01,-2.758030301206021787e-03
-1.011223513279764887e-04,5.543231964111328125e-06,-6.744286458492279053e+02,-5.529804192589198308e-01,-1.813610666179402879e-03
-9.957351598929724582e-05,-1.505389809608459473e-05,-6.537294893153011799e+02,-6.313786761702229189e-01,-6.855151651833217043e-03
-1.235475409097666047e-04,-3.213062882423400879e-05,-8.148438432142138481e+02,-7.404337642727882862e-01,-6.263121029740354243e-03
-9.271317475701147909e-05,-5.066394805908203125e-06,-6.146823879852890968e+02,-5.308553992054364512e-01,-3.230805880781378175e-03
-4.846590330366411811e-05,-2.078711986541748047e-06,-3.221539062708616257e+02,-2.724389766001844015e-01,-1.364766096813184101e-03
1.274370132518610815e-04,1.494913548231124878e-01,7.648260435014963150e+02,5.951324606849601739e-01,-3.291342171415094411e-03
1.109800725667771430e-04,2.682519033551216125e-01,6.591678852178156376e+02,4.751529404209152152e-01,-4.944757922238901711e-03
-9.562540817537455609e-05,-1.152509823441505432e-02,-6.119098129961639643e+02,-5.033245944206196087e-01,-6.197967140659438930e-04
1.009809288022073579e-04,4.582083225250244141e-02,6.247461444959044456e+02,5.051913322810206441e-01,-8.438594910843499148e-04
-7.370271265490682616e-06,-5.590342003852128983e-01,-5.840639848075807095e+01,-6.214786605405750453e-02,-9.603689750665484089e-04
-6.156398573355867184e-06,-9.400004148483276367e-01,-4.704151598364114761e+01,-5.877894362891548929e-02,-8.649504407433966039e-04
-1.346349323558717770e-05,-3.979595527052879333e-01,-1.123176415748894215e+02,-9.955095840796138185e-02,-1.621647073515607379e-03
9.337627115736202464e-06,4.612706974148750305e-01,7.579654384497553110e+01,7.384765228253203917e-02,1.168610789782038211e-03
-4.619361952419138398e-05,-1.815762761980295181e-01,-2.771266898531466722e+02,-1.809847518325727322e-01,2.850253017394330842e-03
-2.907824188333409023e-05,-1.629613556433469057e-01,-1.778246586746536195e+02,-1.040452210170068337e-01,2.312011198328748490e-03
-6.575077807708260762e-05,-6.138942567631602287e-01,-3.415121483765542507e+02,-2.714096639082604900e-01,4.849208260120105828e-03
6.958354608704051068e-05,3.156787045300006866e-01,3.435219997912645340e+02,3.131047003740345946e-01,-4.382124176887451129e-03
4.674937655644230715e-05,1.008783351629972458e+00,2.714862343780696392e+02,1.609237656848877263e-01,-4.727684294229152553e-03
5.522190467711959313e-05,8.379407636821269989e-01,3.045812976174056530e+02,2.086992043409107156e-01,-4.730009843809870364e-03
-1.376015756163546157e-05,-5.645020864903926849e-01,-9.058345131576061249e+01,-3.522111402484923853e-02,2.413779461778125298e-03
-2.973316047155472998e-05,-8.401791881769895554e-01,-1.809175723586231470e+02,-9.313117868944173483e-02,3.602465804570953271e-03
7.332578767178426278e-05,1.587621861253865063e-01,6.227419120093691163e+02,4.432584675351250447e-01,6.274716886339016565e-03
4.514194910873089159e-05,2.325738035142421722e-02,3.516725069768726826e+02,2.591797790491418008e-01,2.519568467199720559e-03
3.980963654938025458e-05,6.182184517383575439e-01,3.416314900740981102e+02,2.749567308959933731e-01,4.579055625465934531e-03
8.178396780023930804e-05,5.249504446983337402e-01,7.116430362612009048e+02,5.256973919145098151e-01,8.538678044615910859e-03
-4.912002958631442391e-06,-5.387632735073566437e-01,-3.568537166342139244e+01,-5.988668702621324780e-02,-7.887073152399609079e-04
-2.487798370946938729e-06,-5.960927531123161316e-01,-1.767430658265948296e+01,-3.726640720770469511e-02,-4.435919573805313675e-04
-4.721700468686363463e-05,-1.545221544802188873e-03,-3.089886776786297560e+02,-2.707207868907965387e-01,-2.003379087042135662e-03
-1.156805009672966347e-04,-1.438933238387107849e-02,-7.515521947294473648e+02,-6.340803234617585771e-01,-3.942893562490752159e-03
-3.793999128361530247e-05,-4.732877891510725021e-01,-2.894982581119984388e+02,-3.031684355200666703e-01,-4.362344005174190707e-03
2.216308390889868682e-05,4.249967932701110840e-01,1.679596535600721836e+02,1.890301923064068301e-01,2.736913350992643042e-03
-1.130499118996027732e-05,-4.370180666446685791e-01,-8.439585611689835787e+01,-1.093147485664544560e-01,-1.557705210275083093e-03
-1.405860125758927761e-05,-9.547763084992766380e-01,-1.032144822552800179e+02,-1.528321039627354161e-01,-2.105727894118702634e-03
-8.336132684035773340e-05,-2.700198051752522588e-02,-5.375552876956644468e+02,-4.297932464956044640e-01,-1.931531516189425191e-03
-1.158726878697824197e-04,-7.794686220586299896e-02,-7.430135994143784046e+02,-5.525598871518074828e-01,-1.120751894430389254e-03
7.801799868227704841e-05,1.260975394397974014e-01,5.801566256303340197e+02,5.056369113397435333e-01,5.730274169445292477e-03
-9.886942978455983409e-05,-5.390788614749908447e-02,-7.112919448763132095e+02,-6.028781023945716244e-01,-5.455141303612592689e-03
1.043125387735408503e-04,1.349680870771408081e-02,7.212048553172498941e+02,6.062076559325445535e-01,4.047405290680797588e-03
-4.477487556410133943e-05,-9.064366267994046211e-01,-4.792756756395101547e+02,-5.660791379968389825e-02,2.575128139231928556e-02
-4.930513190509230707e-05,-7.859234288334846497e-01,-3.798245565220713615e+02,-8.724238468968534277e-02,1.447734865707336893e-02
-5.611258846946306020e-05,-7.653108686208724976e-01,-3.968731119781732559e+02,-1.222985708829363027e-01,1.172479297258617603e-02
8.348793503693883555e-05,8.952907873317599297e-01,5.527891632057726383e+02,2.234690704263481986e-01,-1.220254453324944900e-02
8.360661676673460726e-05,6.137215904891490936e-01,5.233346875049173832e+02,2.721819220446828891e-01,-8.259789098703583521e-03
4.393370161792768431e-05,3.278036154806613922e-01,3.357761562727391720e+02,3.282041526539856702e-01,4.593820940262446223e-03
6.123214072252099681e-05,2.394331004470586777e-01,4.647476080302149057e+02,4.266235836298958861e-01,5.569542742651273186e-03
5.359688838218231165e-05,1.056891568005084991e-01,3.720435728579759598e+02,4.234436973155070172e-01,5.444398574577609916e-03
5.333684318973611706e-05,2.687047645449638367e-01,3.747746791839599609e+02,4.781962769036975924e-01,6.468417906669770255e-03
7.957703175436446510e-05,3.425505757331848145e-02,5.398774876259267330e+02,5.496457090280411073e-01,6.186439894898559076e-03
5.931234862606542528e-05,6.155854836106300354e-02,4.070243154074996710e+02,4.385971796910946296e-01,5.330198389829671549e-03
8.452042937731234158e-06,5.208117384463548660e-01,5.888985883258283138e+01,1.302417124802111026e-01,1.529390106597072578e-03
6.884977281498843329e-06,8.000412527471780777e-01,4.775308047980070114e+01,1.280343074831244432e-01,1.360239250300816381e-03
2.925521573385338916e-05,3.959887251257896423e-01,2.063080915734171867e+02,3.130676732648816074e-01,4.217304912940743680e-03
2.395670073582606668e-05,6.799960359930992126e-01,1.685759024694561958e+02,3.023543794486703296e-01,3.886121852117887295e-03
-3.804149312220972129e-06,-7.497639730572700500e-01,-2.605588662624359131e+01,-8.332156034483079177e-02,-7.963989792262371253e-04
2.091441481586332741e-06,9.946269751526415348e-01,1.419512572186067700e+01,6.217099645753126902e-02,4.817126763642600893e-04
